-0.500534 -1.000000 1.000000
-1.217382 -1.000000 1.000000
-0.609102 -1.000000 1.000000
-1.015026 -1.000000 1.000000
-0.587868 -1.000000 1.000000
-1.028359 -1.000000 1.000000
-1.450438 -1.000000 1.000000
-1.037352 -1.000000 1.000000
-0.996044 -1.000000 1.000000
-1.205382 -1.000000 1.000000
-0.304403 -1.000000 1.000000
-1.492533 -1.000000 1.000000
-1.024470 -1.000000 1.000000
-1.721668 -1.000000 1.000000
-1.530335 -1.000000 1.000000
-1.694149 -1.000000 1.000000
-0.616302 -1.000000 1.000000
-1.368015 -1.000000 1.000000
-0.710139 -1.000000 1.000000
-1.191067 -1.000000 1.000000
0.030451 -1.000000 1.000000
-1.617409 -1.000000 1.000000
-0.417332 -1.000000 1.000000
-1.227101 -1.000000 1.000000
-1.067386 -1.000000 1.000000
-1.249820 -1.000000 1.000000
-1.091218 -1.000000 1.000000
-0.077843 -1.000000 1.000000
-1.121424 -1.000000 1.000000
-0.001569 -1.000000 1.000000
-0.997597 -1.000000 1.000000
-1.211090 -1.000000 1.000000
-0.229734 -1.000000 1.000000
-0.952629 -1.000000 1.000000
-0.237654 -1.000000 1.000000
-0.391624 -1.000000 1.000000
-1.068155 -1.000000 1.000000
-1.099608 -1.000000 1.000000
-1.146882 -1.000000 1.000000
-1.059179 -1.000000 1.000000
-1.580147 -1.000000 1.000000
-0.993819 -1.000000 1.000000
-0.988968 -1.000000 1.000000
-1.035626 -1.000000 1.000000
-1.660809 -1.000000 1.000000
-0.127836 -1.000000 1.000000
-1.166189 -1.000000 1.000000
-1.123636 -1.000000 1.000000
-1.590108 -1.000000 1.000000
-1.595214 -1.000000 1.000000
-2.004881 -1.000000 1.000000
-0.330813 -1.000000 1.000000
-0.755915 -1.000000 1.000000
-0.851820 -1.000000 1.000000
-0.878044 -1.000000 1.000000
-1.546170 -1.000000 1.000000
-1.299546 -1.000000 1.000000
-1.393963 -1.000000 1.000000
-2.290069 -1.000000 1.000000
-1.608239 -1.000000 1.000000
-1.621641 -1.000000 1.000000
-1.118941 -1.000000 1.000000
-0.099796 -1.000000 1.000000
-1.234439 -1.000000 1.000000
-2.118288 -1.000000 1.000000
-1.149300 -1.000000 1.000000
-0.109498 -1.000000 1.000000
-1.443003 -1.000000 1.000000
-0.871797 -1.000000 1.000000
-1.184255 -1.000000 1.000000
-1.357773 -1.000000 1.000000
-1.193411 -1.000000 1.000000
-1.150514 -1.000000 1.000000
-1.063657 -1.000000 1.000000
-0.573440 -1.000000 1.000000
-0.772422 -1.000000 1.000000
-1.015558 -1.000000 1.000000
-0.400475 -1.000000 1.000000
-0.820365 -1.000000 1.000000
-1.279280 -1.000000 1.000000
-0.533773 -1.000000 1.000000
-0.304737 -1.000000 1.000000
-0.510652 -1.000000 1.000000
-1.447323 -1.000000 1.000000
-0.861054 -1.000000 1.000000
-1.376324 -1.000000 1.000000
-1.308407 -1.000000 1.000000
-1.649267 -1.000000 1.000000
-0.506770 -1.000000 1.000000
-0.848461 -1.000000 1.000000
-1.742595 -1.000000 1.000000
-0.327913 -1.000000 1.000000
-0.889796 -1.000000 1.000000
-1.089179 -1.000000 1.000000
-1.165959 -1.000000 1.000000
-0.815892 -1.000000 1.000000
-1.224765 -1.000000 1.000000
-0.246331 -1.000000 1.000000
-1.020801 -1.000000 1.000000
-0.958985 -1.000000 1.000000
-0.443338 -1.000000 1.000000
-0.539672 -1.000000 1.000000
-1.702668 -1.000000 1.000000
-0.846456 -1.000000 1.000000
-1.155536 -1.000000 1.000000
-1.306015 -1.000000 1.000000
-0.074594 -1.000000 1.000000
-0.983003 -1.000000 1.000000
-1.046385 -1.000000 1.000000
-1.236821 -1.000000 1.000000
-0.580857 -1.000000 1.000000
-1.836058 -1.000000 1.000000
-1.997689 -1.000000 1.000000
-0.771022 -1.000000 1.000000
-1.965243 -1.000000 1.000000
-1.511821 -1.000000 1.000000
-1.313208 -1.000000 1.000000
-1.057977 -1.000000 1.000000
-1.297980 -1.000000 1.000000
-0.570735 -1.000000 1.000000
-2.107256 -1.000000 1.000000
-1.092977 -1.000000 1.000000
-1.367957 -1.000000 1.000000
-1.155446 -1.000000 1.000000
-0.595215 -1.000000 1.000000
-1.780934 -1.000000 1.000000
-0.369526 -1.000000 1.000000
-1.180446 -1.000000 1.000000
-0.441111 -1.000000 1.000000
-0.813825 -1.000000 1.000000
-1.009677 -1.000000 1.000000
-1.454157 -1.000000 1.000000
-1.712371 -1.000000 1.000000
-0.294878 -1.000000 1.000000
-1.519782 -1.000000 1.000000
-1.115381 -1.000000 1.000000
-1.873983 -1.000000 1.000000
-1.617897 -1.000000 1.000000
-0.902053 -1.000000 1.000000
-1.217470 -1.000000 1.000000
-0.435842 -1.000000 1.000000
-1.159268 -1.000000 1.000000
-1.245239 -1.000000 1.000000
-2.247164 -1.000000 1.000000
-1.133198 -1.000000 1.000000
0.119675 -1.000000 1.000000
-1.158247 -1.000000 1.000000
-1.077206 -1.000000 1.000000
-0.542057 -1.000000 1.000000
-1.126565 -1.000000 1.000000
-1.414966 -1.000000 1.000000
-1.159540 -1.000000 1.000000
-0.592259 -1.000000 1.000000
-1.330247 -1.000000 1.000000
-0.974326 -1.000000 1.000000
-0.678539 -1.000000 1.000000
-1.204716 -1.000000 1.000000
-1.179887 -1.000000 1.000000
-1.371624 -1.000000 1.000000
-0.597038 -1.000000 1.000000
-1.164943 -1.000000 1.000000
-0.599548 -1.000000 1.000000
-0.880698 -1.000000 1.000000
-0.589232 -1.000000 1.000000
-0.530493 -1.000000 1.000000
-0.344911 -1.000000 1.000000
