-0.514161 1.000000
-4.914290 1.000000
4.950866 1.000000
-4.195782 1.000000
-0.520251 1.000000
-1.241179 1.000000
1.448790 1.000000
-0.836470 1.000000
-0.693520 1.000000
-3.873758 1.000000
-0.049881 1.000000
-0.616040 1.000000
-0.675138 1.000000
-3.257914 1.000000
-2.822177 1.000000
2.967511 1.000000
-2.551212 1.000000
-3.275678 1.000000
-1.232463 1.000000
-1.254419 1.000000
-1.466169 1.000000
-2.778677 1.000000
-3.881647 1.000000
-4.580457 1.000000
0.002218 1.000000
1.689466 1.000000
-1.856148 1.000000
-1.518393 1.000000
-1.332588 1.000000
-1.783173 1.000000
0.621555 1.000000
4.109576 1.000000
-0.968942 1.000000
-0.788661 1.000000
-1.816612 1.000000
-1.180951 1.000000
-1.236438 1.000000
-4.271469 1.000000
-3.039376 1.000000
-0.844648 1.000000
-0.542844 1.000000
-4.909921 1.000000
-4.394431 1.000000
-3.745267 1.000000
-4.722423 1.000000
-1.235816 1.000000
0.682967 1.000000
-0.142665 1.000000
-3.834175 1.000000
-1.270318 1.000000
-0.988190 1.000000
-1.033399 1.000000
4.799483 1.000000
-1.449536 1.000000
-1.592710 1.000000
0.508173 1.000000
-2.233269 1.000000
-4.297945 1.000000
-3.550265 1.000000
-1.579729 1.000000
1.146531 1.000000
-1.615046 1.000000
-1.200840 1.000000
-0.554044 1.000000
0.049577 1.000000
-2.560551 1.000000
3.272485 1.000000
-4.562298 1.000000
-0.647823 1.000000
4.051524 1.000000
3.806863 1.000000
-0.304829 1.000000
-0.322028 1.000000
2.102491 1.000000
-2.600558 1.000000
-1.559568 1.000000
2.032427 1.000000
-0.775446 1.000000
-3.263543 1.000000
-3.654561 1.000000
-1.546885 1.000000
-4.166443 1.000000
-1.352813 1.000000
-1.311683 1.000000
1.088352 1.000000
-1.154515 1.000000
-3.962728 1.000000
2.519664 1.000000
-1.458060 1.000000
-1.587991 1.000000
2.764503 1.000000
-2.647384 1.000000
3.715987 1.000000
-1.588383 1.000000
0.023099 1.000000
4.257456 1.000000
-2.693789 1.000000
-1.055832 1.000000
-1.221971 1.000000
-1.407605 1.000000
-3.426992 1.000000
-2.575387 1.000000
0.342370 1.000000
-3.763791 1.000000
-3.812380 1.000000
-2.391817 1.000000
-2.728696 1.000000
3.484774 1.000000
-1.689364 1.000000
-1.475528 1.000000
-1.226385 1.000000
-0.270795 1.000000
-4.419295 1.000000
2.689114 1.000000
-4.491504 1.000000
-1.106277 1.000000
-4.246563 1.000000
-1.459967 1.000000
-0.469813 1.000000
-0.857158 1.000000
-0.877022 1.000000
-2.178414 1.000000
2.928778 1.000000
1.914388 1.000000
-2.903083 1.000000
-0.110828 1.000000
-4.989606 1.000000
-2.146404 1.000000
-4.959993 1.000000
0.292581 1.000000
-1.860696 1.000000
